morioka,盛岡市,39.702053,141.1544838
miyako,宮古市,39.6414202,141.9571395
ofunato,大船渡市,39.0819011,141.70853
hanamaki,花巻市,39.3885784,141.1166453
kitakami,北上市,39.2867646,141.1131909
kuji,久慈市,40.1905242,141.7755826
tono,遠野市,39.3278378,141.5333031
ichinoseki,一関市,38.9346819,141.1268004
rikuzentakata,陸前高田市,39.0276607,141.6254946
kamaishi,釜石市,39.2758183,141.8856772
ninohe,二戸市,40.2712133,141.3048166
hachimantai,八幡平市,39.9263614,141.0953354
osyu,奥州市,39.1445286,141.139141
takizawa,滝沢市,39.7346838,141.077095
