モビリア 陸前高田オートキャンプ場,7415116,38.986734052,141.677584648,岩手県陸前高田市小友町,陸前高田市
碁石海岸,5100866,39.011074971,141.704459881,岩手県大船渡市末崎町,大船渡市
ふるさとセンター,72972503,39.004284,141.709793,岩手県大船渡市末崎町,大船渡市
大船渡市立博物館,62985758,38.98939838,141.74192067,岩手県大船渡市末崎町,大船渡市
気仙大工左官伝承館,11792602,39.010733661,141.692530737,岩手県陸前高田市小友町,陸前高田市
華蔵寺,15553247,38.990379449,141.70646523,岩手県陸前高田市小友町,陸前高田市
大船渡の三面椿,98873618,38.993050587,141.727933573,岩手県大船渡市末崎町,大船渡市
碁石海岸キャンプ場,95063657,38.992161,141.741304,岩手県大船渡市末崎町,大船渡市
岩鋳鉄器館,28220633,39.67122585,141.154473048,岩手県盛岡市南仙北２丁目２３,盛岡市
深沢紅子野の花美術館,21508943,39.703199907,141.155975461,岩手県盛岡市紺屋町４－８,盛岡市
菊の司酒造,16880484,39.703678659,141.156603098,岩手県盛岡市紺屋町４－２０,盛岡市
五百羅漢,128114871,39.712063985,141.156044113,岩手県盛岡市名須川町３１,盛岡市
報恩寺,2349580,39.711934335,141.156093197,岩手県盛岡市名須川町３１,盛岡市
寺町通り / Teramati Street,17415223,39.70913455,141.153438091,岩手県盛岡市名須川町２,盛岡市
龍谷寺,2484270,39.710640828,141.154634356,岩手県盛岡市名須川町７－２,盛岡市
光台寺,14542850,39.710626385,141.153629869,岩手県盛岡市名須川町８－４,盛岡市
北上駅 (Kitakami Sta.),26136,39.281961002,141.12206161,岩手県北上市大通り１丁目１,北上市
展勝地レストハウス,8622012,39.272483034,141.1269609,岩手県北上市立花,北上市
サトウハチロー記念館,135623496,39.2729663,141.12818954,岩手県北上市立花,北上市
大堤公園,51428814,39.260203872,141.092627048,岩手県北上市相去町,北上市
花巻市,7519985,39.389932113,141.114356202,岩手県花巻市大通り１丁目１９,花巻市
花巻城址,10334028,39.391646166,141.118959234,岩手県花巻市城内１１,花巻市
鳥谷崎神社,56228162,39.389246057,141.122192753,岩手県花巻市城内７,花巻市
九戸村,28644752,40.211375602,141.418987513,岩手県九戸郡九戸村大字伊保内,
オドデ館,15831173,40.248602566,141.4163269,岩手県九戸郡九戸村大字山屋,
ミレットパーク,3884416,40.285205836,141.382477283,岩手県九戸郡軽米町大字山内,
御所野縄文公園,96486562,40.515937284,141.528766556,青森県八戸市大字湊町,
折爪岳展望台,3883488,40.264428,141.37652,岩手県九戸郡九戸村大字江刺家,
折爪岳,45740098,40.266337916,141.373669984,岩手県二戸市白鳥,二戸市
珊瑚橋,27200415,39.283523178,141.131431656,岩手県北上市立花,北上市
ランブル,228286957,39.284766,141.129886,岩手県北上市川岸３丁目２４－２１,北上市
立花毘沙門堂,11333568,39.278640216,141.137089944,岩手県北上市立花,北上市
釜石市,6115462,39.275790455,141.885657012,岩手県釜石市只越町３丁目９－１３,釜石市
青龍,43652444,39.274830016,141.881184643,岩手県釜石市大町３丁目４,釜石市
南昌荘,4564572,39.695530689,141.148546345,岩手県盛岡市清水町１３,盛岡市
旧石井県令邸,114188058,39.695568293,141.149533717,岩手県盛岡市清水町７,盛岡市
